발생년월일시,발생분,주야,요일,사망자수,중상자수,경상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반,도로형태_대분류,당사자종별_1당_대분류,당사자종별_2당_대분류
2016072715,31,주간,수,1,0,0,경남,창원시(통합),차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,자전거
2016080121,45,야간,월,1,0,0,부산,서구,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016080506,20,주간,금,1,0,0,경남,창녕군,차대차,측면직각충돌,안전운전 의무 불이행,교차로,자전거,화물차
2016080209,45,주간,화,1,0,0,경북,의성군,차대차,기타,안전운전 의무 불이행,교차로,승용차,이륜차
2016080912,0,주간,화,1,0,1,충남,보령시,차대사람,기타,중앙선 침범,단일로,승용차,보행자
2016080710,0,주간,일,1,0,0,충남,천안시,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016081403,0,야간,일,1,0,1,광주,광산구,차대차,정면충돌,차로위반(진로변경 위반),단일로,승용차,승용차
2016081109,38,주간,목,1,0,0,강원,속초시,차대차,진행중 추돌,안전운전 의무 불이행,단일로,원동기장치자전거,승합차
2016082217,10,주간,월,1,0,0,강원,평창군,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016082020,30,야간,토,1,0,0,경남,남해군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016082214,10,주간,월,1,0,0,경북,군위군,차대사람,횡단중,안전운전 의무 불이행,교차로,화물차,보행자
2016081908,16,주간,금,1,0,0,경기,수원시,차대차,측면직각충돌,안전거리 미확보,단일로,승합차,이륜차
2016081907,20,주간,금,1,0,0,경북,영천시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016082521,50,야간,목,1,0,0,충남,예산군,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016082407,5,주간,수,1,0,0,전북,군산시,차량단독,전도전복,안전운전 의무 불이행,교차로,승용차,
2016082623,50,야간,금,1,0,0,충북,제천시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016082919,40,야간,월,1,0,0,전북,부안군,차대사람,횡단중,과속,단일로,승용차,보행자
2016082714,24,주간,토,1,0,0,경기,성남시,차대차,진행중 추돌,중앙선 침범,단일로,승용차,이륜차
2016090817,20,주간,목,1,0,0,충북,청주시,차량단독,전도전복,안전운전 의무 불이행,단일로,자전거,
2016091810,15,주간,일,1,0,0,경남,창원시(통합),차대차,측면직각충돌,안전운전 의무 불이행,교차로,자전거,승용차
2016092114,35,주간,수,1,0,0,충남,태안군,차대사람,횡단중,안전운전 의무 불이행,교차로,승합차,보행자
2016092019,45,야간,화,1,0,0,경기,파주시,차대사람,횡단중,보행자 보호의무 위반,교차로,승합차,보행자
2016072411,30,주간,일,1,0,0,경북,영천시,차량단독,전도전복,안전운전 의무 불이행,단일로,화물차,
2016072808,25,주간,목,1,0,0,경북,포항시,차대차,기타,안전운전 의무 불이행,교차로,화물차,자전거
2016082100,35,야간,일,2,1,0,대구,달성군,차대차,진행중 추돌,과속,단일로,이륜차,원동기장치자전거
2016082600,50,야간,금,1,1,0,경기,안성시,차대사람,횡단중,보행자 보호의무 위반,교차로,승용차,보행자
2016082817,20,주간,일,1,0,0,전북,전주시,차대사람,횡단중,보행자 보호의무 위반,교차로,승합차,보행자
2016082818,50,야간,일,1,0,0,경북,경산시,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016082821,8,야간,일,1,0,0,대구,동구,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016082907,50,주간,월,1,0,0,부산,동래구,차대사람,차도통행중,안전운전 의무 불이행,교차로,승합차,보행자
2016091210,10,주간,월,1,0,0,전남,영광군,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016090805,30,야간,목,1,0,0,인천,부평구,차대차,기타,신호위반,교차로,승용차,자전거
2016091309,53,주간,화,1,0,0,광주,북구,차대차,진행중 추돌,안전운전 의무 불이행,단일로,화물차,자전거
2016090721,15,야간,수,1,0,0,울산,북구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016091120,40,야간,일,1,0,0,전남,여수시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016090903,35,야간,금,1,0,0,충북,청주시,차량단독,기타,안전운전 의무 불이행,단일로,승용차,
2016090909,0,주간,금,1,0,0,경북,청도군,차량단독,전도전복,안전운전 의무 불이행,단일로,농기계,
2016090913,5,주간,금,1,0,0,경북,상주시,차대차,진행중 추돌,안전운전 의무 불이행,교차로,화물차,자전거
2016091310,30,주간,화,1,0,0,인천,서구,차대사람,횡단중,안전운전 의무 불이행,교차로,승합차,보행자
2016071807,30,주간,월,1,0,0,충남,예산군,차대차,측면직각충돌,신호위반,교차로,승용차,승용차
2016071814,44,주간,월,1,0,0,전북,무주군,차량단독,전도전복,안전운전 의무 불이행,단일로,농기계,
2016072405,58,야간,일,1,0,0,서울,송파구,차대사람,횡단중,신호위반,단일로,승용차,보행자
2016072903,5,야간,금,1,0,0,경기,안산시,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016072804,45,야간,목,1,0,0,경기,동두천시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016073110,28,주간,일,1,0,0,경기,수원시,차대차,측면직각충돌,교차로 통행방법 위반,교차로,자전거,승용차
2016072923,55,야간,금,1,0,1,서울,마포구,차대사람,기타,안전운전 의무 불이행,교차로,승용차,보행자
2016081106,40,주간,목,1,0,0,서울,강북구,차대사람,횡단중,보행자 보호의무 위반,교차로,승용차,보행자
2016081222,20,야간,금,1,0,0,충남,공주시,차대사람,차도통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016082119,35,야간,일,1,0,0,대전,동구,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016082217,10,주간,월,1,0,1,서울,중구,차대차,진행중 추돌,안전운전 의무 불이행,단일로,이륜차,이륜차
2016082120,30,야간,일,1,0,0,경기,광주시,차대사람,차도통행중,안전운전 의무 불이행,교차로,승용차,보행자
2016082700,30,야간,토,1,0,0,충남,보령시,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승용차,자전거
2016091004,20,야간,토,1,0,0,서울,강동구,차대사람,횡단중,신호위반,단일로,승용차,보행자
2016091902,41,야간,월,1,0,0,서울,강북구,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016071916,15,주간,화,1,0,0,서울,강동구,차대사람,횡단중,보행자 보호의무 위반,교차로,건설기계,보행자
2016071915,10,주간,화,1,0,0,전북,완주군,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016072421,20,야간,일,1,0,0,경기,수원시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016072419,55,야간,일,1,0,0,경북,구미시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016072411,25,주간,일,1,0,0,강원,원주시,차대차,정면충돌,안전운전 의무 불이행,단일로,화물차,건설기계
2016072216,50,주간,금,1,0,0,경기,하남시,차대차,정면충돌,안전운전 의무 불이행,교차로,승합차,이륜차
2016072207,5,주간,금,1,0,0,경북,문경시,차량단독,전도전복,안전운전 의무 불이행,교차로,이륜차,
2016072818,20,야간,목,1,0,0,경북,예천군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,승용차,
2016072605,5,야간,화,1,0,0,경기,파주시,차량단독,공작물충돌,안전운전 의무 불이행,교차로,승용차,
2016080123,3,야간,월,1,0,0,경남,남해군,차대사람,횡단중,보행자 보호의무 위반,단일로,승합차,보행자
2016072919,20,야간,금,1,0,0,서울,은평구,차대차,측면직각충돌,교차로 통행방법 위반,교차로,원동기장치자전거,승용차
2016080517,7,주간,금,1,0,0,충남,태안군,차대사람,횡단중,보행자 보호의무 위반,교차로,화물차,보행자
2016080505,50,야간,금,1,1,0,전남,완도군,차량단독,기타,안전운전 의무 불이행,단일로,농기계,
2016062520,20,야간,토,1,0,0,충남,공주시,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016063005,45,야간,목,1,1,1,충북,청주시,차대차,정면충돌,안전운전 의무 불이행,단일로,승용차,승용차
2016070216,8,주간,토,1,0,0,전남,신안군,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016070902,20,야간,토,1,1,0,전북,전주시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016070618,45,야간,수,1,0,0,강원,춘천시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016070800,8,야간,금,1,0,0,강원,철원군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,승용차,
2016071621,1,야간,토,1,0,0,경기,수원시,차대사람,횡단중,안전운전 의무 불이행,기타/불명,승용차,보행자
2016071800,40,야간,월,1,0,0,부산,북구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016060822,30,야간,수,1,0,0,인천,남동구,차대차,정면충돌,교차로 통행방법 위반,교차로,승용차,이륜차
2016060912,39,주간,목,1,0,0,전북,전주시,차대차,측면직각충돌,중앙선 침범,교차로,자전거,화물차
2016060713,35,주간,화,1,0,1,전북,순창군,차량단독,전도전복,안전운전 의무 불이행,교차로,농기계,
2016061107,55,주간,토,1,0,0,제주,서귀포시,차대차,측면직각충돌,서행 및 일시정지위반,교차로,이륜차,화물차
2016061111,35,주간,토,1,3,0,경기,고양시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016061010,14,주간,금,1,0,0,전남,순천시,차대사람,차도통행중,안전운전 의무 불이행,교차로,화물차,보행자
2016061408,50,주간,화,1,1,1,경남,의령군,차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,승용차
2016062320,20,야간,목,1,0,0,경북,구미시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016062123,0,야간,화,1,0,0,경남,합천군,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016062620,35,야간,일,1,0,0,전남,영암군,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016063002,5,야간,목,1,5,0,광주,광산구,차대차,정면충돌,과속,교차로,승용차,승용차
2016062913,8,주간,수,1,0,0,서울,송파구,차량단독,전도전복,안전운전 의무 불이행,단일로,화물차,
2016070523,0,야간,화,1,0,0,전북,김제시,차대사람,횡단중,과속,교차로,승용차,보행자
2016070918,30,야간,토,1,1,0,충북,옥천군,차대차,측면직각충돌,중앙선 침범,단일로,승용차,승용차
2016071710,17,주간,일,2,1,2,경기,고양시,차대차,진행중 추돌,안전운전 의무 불이행,단일로,승용차,승용차
2016060805,10,야간,수,1,0,0,경기,광명시,차대차,기타,과속,지하도로내,승용차,이륜차
2016060710,59,주간,화,1,0,0,전남,해남군,차량단독,공작물충돌,안전운전 의무 불이행,기타/불명,승용차,
2016060605,10,야간,월,1,0,0,경기,남양주시,차대사람,기타,안전운전 의무 불이행,교차로,승합차,보행자
2016061017,50,주간,금,1,0,0,경남,거창군,차대차,측면직각충돌,안전운전 의무 불이행,교차로,원동기장치자전거,특수차
2016061113,10,주간,토,1,0,2,서울,강서구,차대차,기타,안전운전 의무 불이행,지하도로내,승용차,승용차
2016061723,11,야간,금,1,0,0,전남,여수시,차대차,기타,보행자 보호의무 위반,단일로,승용차,승용차
2016061922,43,야간,일,1,0,0,부산,수영구,차대사람,차도통행중,안전운전 의무 불이행,교차로,승용차,보행자
2016061902,53,야간,일,1,0,0,경남,남해군,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016061809,50,주간,토,1,0,0,세종,세종,차대사람,기타,보행자 보호의무 위반,교차로,건설기계,보행자
2016062309,10,주간,목,1,0,0,경기,남양주시,차대차,기타,안전운전 의무 불이행,교차로,승용차,자전거
2016062216,15,주간,수,1,0,0,서울,마포구,차대사람,차도통행중,안전운전 의무 불이행,단일로,화물차,보행자
2016062502,15,야간,토,1,0,0,경기,수원시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016070202,45,야간,토,1,0,0,서울,성북구,차량단독,공작물충돌,안전운전 의무 불이행,교차로,이륜차,
2016070908,30,주간,토,1,1,0,강원,강릉시,차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,원동기장치자전거
2016071005,35,야간,일,1,0,3,인천,연수구,차대차,진행중 추돌,중앙선 침범,고가도로위,이륜차,승용차
2016070800,15,야간,금,1,0,0,서울,중랑구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,화물차,
2016070722,40,야간,목,1,0,0,경기,평택시,차량단독,전도전복,안전운전 의무 불이행,교차로,화물차,
2016070712,0,주간,목,1,0,0,경북,안동시,차량단독,전도전복,안전운전 의무 불이행,단일로,농기계,
2016022018,18,야간,토,1,0,0,제주,제주시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016022323,59,야간,화,1,1,0,부산,남구,차대차,정면충돌,중앙선 침범,단일로,승용차,승용차
2016022317,40,주간,화,1,0,0,인천,계양구,차대사람,횡단중,보행자 보호의무 위반,교차로,화물차,보행자
2016022400,50,야간,수,1,0,0,경기,시흥시,차대차,진행중 추돌,과속,교차로,특수차,화물차
2016022406,30,주간,수,1,0,0,경남,김해시,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016022323,25,야간,화,1,0,0,서울,도봉구,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016022215,55,주간,월,1,0,0,서울,송파구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,원동기장치자전거,건설기계
2016022213,10,주간,월,1,0,0,충남,보령시,차량단독,기타,안전운전 의무 불이행,단일로,원동기장치자전거,
2016022914,30,주간,월,1,2,0,대구,중구,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승용차,승용차
2016022803,11,야간,일,1,0,0,부산,기장군,차량단독,도로이탈 추락,안전운전 의무 불이행,교차로,승용차,
2016022703,50,야간,토,1,0,0,전북,전주시,차량단독,공작물충돌,안전운전 의무 불이행,교차로,승용차,
2016022706,50,주간,토,1,2,1,충북,괴산군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016020715,30,주간,일,1,0,0,경기,남양주시,차대사람,횡단중,안전운전 의무 불이행,단일로,승합차,보행자
2016021002,20,야간,수,1,0,0,경기,부천시,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016021009,4,주간,수,1,0,0,서울,양천구,차대사람,차도통행중,안전운전 의무 불이행,단일로,승용차,보행자
2016021004,50,야간,수,1,0,0,광주,광산구,차대사람,기타,안전운전 의무 불이행,기타/불명,승합차,보행자
2016021606,20,주간,화,1,0,0,전북,김제시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016021907,30,주간,금,1,0,0,충남,당진시,차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,자전거
2016022002,30,야간,토,1,0,0,경기,부천시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016022003,50,야간,토,1,0,0,경남,창원시(통합),차대차,기타,안전운전 의무 불이행,단일로,승용차,승용차
2016021718,40,야간,수,1,0,0,강원,춘천시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016021813,40,주간,목,1,0,0,충남,천안시,차대차,측면직각충돌,교차로 통행방법 위반,교차로,승용차,이륜차
2016022317,10,주간,화,1,0,0,경북,영덕군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,화물차,
2016022409,20,주간,수,1,0,0,경기,군포시,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016022410,50,주간,수,1,0,1,강원,삼척시,차대사람,기타,과속,단일로,특수차,보행자
2016022218,37,야간,월,1,0,0,울산,울주군,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016022823,20,야간,일,1,0,0,충남,논산시,차대차,진행중 추돌,안전운전 의무 불이행,단일로,화물차,화물차
2016022808,40,주간,일,1,0,2,강원,철원군,차대차,측면직각충돌,과속,단일로,승용차,승용차
2016022616,20,주간,금,1,0,1,경남,함안군,차대차,기타,안전운전 의무 불이행,교차로,화물차,화물차
2016030300,40,야간,목,1,0,0,서울,성동구,차대사람,기타,안전운전 의무 불이행,교차로,승용차,보행자
2016021623,20,야간,화,1,0,1,경남,거제시,차대차,정면충돌,중앙선 침범,단일로,원동기장치자전거,승용차
2016022017,10,주간,토,1,0,0,경남,창원시(통합),차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016022002,30,야간,토,1,0,0,대전,대덕구,차대차,기타,안전운전 의무 불이행,단일로,승용차,화물차
2016021813,18,주간,목,1,0,2,대구,북구,차대차,측면직각충돌,안전운전 의무 불이행,교차로,원동기장치자전거,승용차
2016021917,18,주간,금,1,0,0,전북,익산시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016021822,20,야간,목,1,0,1,대전,유성구,차대사람,횡단중,과속,단일로,승용차,보행자
2016021701,55,야간,수,1,0,0,서울,노원구,차대사람,기타,안전운전 의무 불이행,교차로,승용차,보행자
2016021818,46,야간,목,1,0,0,경북,의성군,차대차,정면충돌,중앙선 침범,단일로,화물차,농기계
2016021708,45,주간,수,1,0,0,경북,의성군,차대차,측면직각충돌,신호위반,교차로,이륜차,화물차
2016022311,50,주간,화,1,0,0,충북,충주시,차량단독,전도전복,안전운전 의무 불이행,기타/불명,승합차,
2016022023,21,야간,토,1,0,0,인천,연수구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016022210,40,주간,월,1,0,1,경남,거제시,차대차,진행중 추돌,안전거리 미확보,단일로,화물차,화물차
2016030803,43,야간,화,1,0,0,경남,창녕군,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016030523,40,야간,토,1,0,0,부산,사하구,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016030719,0,야간,월,1,0,0,충남,청양군,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016030711,35,주간,월,1,0,0,강원,속초시,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,건설기계,
2016021518,47,야간,월,1,0,0,전남,함평군,차대사람,차도통행중,과속,단일로,승합차,보행자
2016021006,30,주간,수,1,0,0,경남,거제시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016021613,41,주간,화,1,0,0,경남,밀양시,차량단독,전도전복,안전운전 의무 불이행,단일로,원동기장치자전거,
2016021608,7,주간,화,1,2,2,전남,장성군,차대차,측면직각충돌,중앙선 침범,단일로,승용차,승용차
2016021707,30,주간,수,1,0,2,대구,달서구,차대차,진행중 추돌,신호위반,단일로,승용차,승용차
2016021719,17,야간,수,1,0,0,경기,안양시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016021815,50,주간,목,1,0,0,경북,청도군,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,농기계,
2016022504,45,야간,목,1,0,0,경남,김해시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016022821,45,야간,일,1,0,0,충북,제천시,차량단독,전도전복,안전운전 의무 불이행,기타/불명,화물차,
2016022916,45,주간,월,1,0,0,경북,상주시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,화물차,
2016020713,43,주간,일,1,0,1,경남,함안군,차대차,측면직각충돌,안전운전 의무 불이행,교차로,화물차,자전거
2016022719,45,야간,토,1,0,0,충북,청주시,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,승합차,보행자
2016022701,0,야간,토,1,0,0,서울,마포구,차대사람,횡단중,과속,단일로,승용차,보행자
2016022707,35,주간,토,2,7,0,경기,가평군,차대차,측면직각충돌,신호위반,교차로,승용차,화물차
2016022523,30,야간,목,1,0,0,대구,동구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016022604,40,야간,금,1,0,0,경남,창원시(통합),차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,화물차,
2016030215,35,주간,수,1,0,0,경북,안동시,차량단독,전도전복,안전운전 의무 불이행,기타/불명,승용차,
2016030601,30,야간,일,1,0,0,경남,함안군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016030503,20,야간,토,1,0,0,서울,강동구,차대차,기타,안전운전 의무 불이행,기타/불명,승용차,이륜차
2016030604,20,야간,일,1,0,0,서울,강동구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016030222,30,야간,수,1,0,0,강원,양구군,차대사람,차도통행중,안전운전 의무 불이행,단일로,화물차,보행자
2016021512,27,주간,월,1,0,0,경기,평택시,차대차,정면충돌,신호위반,교차로,이륜차,승용차
2016021607,53,주간,화,1,0,0,강원,강릉시,차대차,측면직각충돌,신호위반,교차로,건설기계,승용차
2016021603,48,야간,화,1,0,0,전북,김제시,차량단독,전도전복,안전운전 의무 불이행,단일로,건설기계,
2016021301,5,야간,토,1,0,0,서울,강서구,차대차,정면충돌,신호위반,교차로,승용차,이륜차
2016021805,40,야간,목,1,0,0,대전,중구,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016022409,7,주간,수,1,0,0,경남,함안군,차대차,측면직각충돌,안전운전 의무 불이행,교차로,이륜차,승합차
2016022819,36,야간,일,1,0,0,경북,영덕군,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016030501,10,야간,토,1,0,0,경북,경산시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016030511,5,주간,토,1,0,0,전북,부안군,차대차,정면충돌,안전운전 의무 불이행,단일로,이륜차,화물차
2016030215,5,주간,수,1,0,0,강원,평창군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016030216,50,주간,수,1,0,0,서울,강서구,차대사람,기타,안전운전 의무 불이행,교차로,건설기계,보행자
2016030219,0,야간,수,1,0,0,전북,부안군,차대차,기타,안전운전 의무 불이행,단일로,승용차,화물차
2016030114,40,주간,화,1,2,0,경북,봉화군,차대차,정면충돌,중앙선 침범,단일로,승용차,화물차
2016030117,25,주간,화,1,0,0,충남,서천군,차대차,진행중 추돌,안전운전 의무 불이행,교차로,승용차,자전거
2016030208,5,주간,수,1,0,0,경기,과천시,차대차,기타,안전거리 미확보,단일로,이륜차,승합차
2016021612,26,주간,화,1,0,0,경북,안동시,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016021316,40,주간,토,1,2,0,경북,청도군,차대차,측면직각충돌,중앙선 침범,단일로,승합차,승용차
2016031722,50,야간,목,1,1,0,광주,북구,차대사람,횡단중,안전운전 의무 불이행,교차로,승용차,보행자
2016032323,20,야간,수,1,0,0,경기,김포시,차대사람,횡단중,과속,교차로,승용차,보행자
2016032308,20,주간,수,1,0,0,경북,영덕군,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016032121,15,야간,월,1,0,0,충남,아산시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016032508,34,주간,금,1,0,0,서울,양천구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016032509,35,주간,금,1,1,1,경북,성주군,차대차,진행중 추돌,안전운전 의무 불이행,기타/불명,화물차,승용차
2016033119,0,야간,목,1,0,0,인천,강화군,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016040104,40,야간,금,1,0,0,경기,동두천시,차대사람,기타,안전운전 의무 불이행,단일로,화물차,보행자
2016033104,52,야간,목,1,0,0,인천,동구,차대사람,횡단중,신호위반,단일로,건설기계,보행자
2016033021,38,야간,수,1,0,0,경북,포항시,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016040110,0,주간,금,1,0,0,강원,삼척시,차대사람,횡단중,보행자 보호의무 위반,교차로,건설기계,보행자
2016040103,40,야간,금,1,0,0,경기,안산시,차대사람,횡단중,안전운전 의무 불이행,교차로,화물차,보행자
2016040100,0,야간,금,1,0,0,경기,안산시,차대사람,횡단중,과속,단일로,승용차,보행자
2016033004,46,야간,수,1,0,0,경북,영주시,차량단독,전도전복,안전운전 의무 불이행,단일로,화물차,
2016032923,30,야간,화,1,0,0,광주,북구,차량단독,공작물충돌,안전운전 의무 불이행,단일로,승용차,
2016033014,0,주간,수,1,0,0,울산,울주군,차대차,측면직각충돌,안전운전 의무 불이행,단일로,승용차,원동기장치자전거
2016032820,25,야간,월,1,0,0,경기,안산시,차대차,측면직각충돌,부당한 회전,교차로,자전거,승용차
2016032811,20,주간,월,1,0,0,충북,청주시,차대사람,횡단중,안전운전 의무 불이행,교차로,화물차,보행자
2016040304,40,야간,일,1,0,0,충북,진천군,차량단독,도로이탈 추락,안전운전 의무 불이행,단일로,화물차,
2016031002,3,야간,목,1,0,0,울산,남구,차대차,정면충돌,중앙선 침범,단일로,승용차,화물차
2016031010,30,주간,목,1,0,0,전남,진도군,차량단독,공작물충돌,안전운전 의무 불이행,단일로,승용차,
2016031600,30,야간,수,1,0,0,대구,달성군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016031608,32,주간,수,1,0,0,강원,삼척시,차량단독,전도전복,안전운전 의무 불이행,기타/불명,농기계,
2016031819,45,야간,금,1,0,0,경기,화성시,차대차,측면직각충돌,안전운전 의무 불이행,교차로,승용차,이륜차
2016032001,53,야간,일,1,0,0,전남,목포시,차대사람,횡단중,보행자 보호의무 위반,단일로,승용차,보행자
2016031919,50,야간,토,1,0,0,충남,보령시,차대사람,횡단중,과속,단일로,화물차,보행자
2016031819,40,야간,금,1,0,0,충남,예산군,차대사람,차도통행중,안전운전 의무 불이행,교차로,화물차,보행자
2016031800,50,야간,금,1,0,0,광주,북구,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016032408,30,주간,목,1,0,0,강원,고성군,차량단독,전도전복,안전운전 의무 불이행,교차로,농기계,
2016032320,10,야간,수,1,0,0,경기,화성시,차량단독,공작물충돌,안전운전 의무 불이행,단일로,승용차,
2016032109,35,주간,월,1,1,0,경북,군위군,차대차,진행중 추돌,안전운전 의무 불이행,교차로,화물차,농기계
2016032112,40,주간,월,1,0,0,전남,순천시,차대차,기타,안전운전 의무 불이행,단일로,승용차,자전거
2016032713,45,주간,일,1,0,0,강원,춘천시,차량단독,전도전복,안전운전 의무 불이행,단일로,이륜차,
2016032602,20,야간,토,1,0,0,서울,용산구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016032411,0,주간,목,1,0,0,충남,천안시,차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
2016040103,0,야간,금,1,0,0,경북,의성군,차대차,정면충돌,안전운전 의무 불이행,단일로,승용차,승용차
2016033022,22,야간,수,1,0,0,경남,창원시(통합),차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016033115,0,주간,목,1,0,1,경남,고성군,차대차,정면충돌,중앙선 침범,단일로,화물차,특수차
2016032908,40,주간,화,1,0,2,전남,영암군,차대차,진행중 추돌,안전운전 의무 불이행,교차로,화물차,승합차
2016040721,40,야간,목,1,0,0,경기,평택시,차대사람,기타,안전운전 의무 불이행,단일로,승용차,보행자
2016031117,50,주간,금,1,0,0,경북,성주군,차대차,측면직각충돌,안전운전 의무 불이행,교차로,자전거,승용차
2016030909,40,주간,수,1,0,0,서울,강북구,차대사람,횡단중,중앙선 침범,단일로,승용차,보행자
2016022218,45,야간,월,1,0,0,경남,거창군,차대차,기타,중앙선 침범,단일로,화물차,화물차
2016022120,10,야간,일,1,0,0,경북,영양군,차량단독,전도전복,안전운전 의무 불이행,단일로,승용차,
2016022205,15,야간,월,1,0,0,서울,구로구,차대사람,횡단중,안전운전 의무 불이행,단일로,승용차,보행자
2016022620,10,야간,금,1,0,0,경북,의성군,차대차,기타,안전운전 의무 불이행,단일로,불명,이륜차
2016022818,37,야간,일,1,0,0,경남,창원시(통합),차대사람,횡단중,안전운전 의무 불이행,단일로,화물차,보행자
